EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
429	1	1	60	47	1	10	45	0.316079	
430	1	1	60	70	1	9	45	0.47889	
435	1	1	60	72	1	2	45	0.572403	
436	1	1	0	44	4	10	45	0.446291	
436	2	1	60	66	1	9	45	0.488391	
437	1	1	60	103	1	9	45	0.337512	
438	1	1	60	85	1	10	45	0.295459	
439	1	1	7.75634	11	2	5	45	0.388249	
439	2	1	52.2437	11	1	5	45	0.389789	
440	1	1	60	21	1	1	45	0.276922	
442	1	1	60	187	1	1	45	0.686771	
443	1	1	60	37	1	10	45	0.248123	
445	1	1	60	68	1	8	45	0.455451	
447	1	1	60	174	1	1	45	0.7223	
449	1	1	60	184	1	1	45	0.708554	
450	1	1	60	190	1	1	45	0.684792	
451	1	1	60	119	1	1	45	0.676678	
452	1	1	60	176	1	1	45	0.704378	
453	1	1	60	19	1	6	45	0.279389	
454	1	1	60	30	1	5	45	0.342559	
455	1	1	60	122	1	1	45	0.664599	
456	1	1	60	191	1	5	45	0.686279	
457	1	1	60	8	1	10	45	0.295507	
458	1	1	60	34	1	10	45	0.328732	
459	1	1	60	47	1	10	45	0.246448	
460	1	1	60	133	1	6	45	0.519468	
462	1	1	60	3	1	6	45	0.355489	
463	1	1	60	112	1	4	45	0.360653	
465	1	1	60	58	1	7	45	0.283795	
466	1	1	60	54	1	3	45	0.319578	
467	1	1	60	88	1	10	45	0.32404	
470	1	1	60	2	1	10	45	0.323802	
471	1	1	60	96	1	8	45	0.424695	
472	1	1	60	122	1	1	45	0.692379	
473	1	1	60	9	1	8	45	0.411578	
474	1	1	60	167	1	1	45	0.573409	
475	1	1	60	58	1	9	45	0.533755	
476	1	1	60	24	1	10	45	0.389208	
477	1	1	60	119	1	8	45	0.394276	
479	1	1	60	28	1	10	45	0.36715	
480	1	1	60	29	1	10	45	0.244481	
481	1	1	60	84	1	10	45	0.407938	
482	1	1	60	58	1	4	45	0.283662	
483	1	1	60	62	1	6	45	0.308032	
484	1	1	0.613634	9	2	10	45	0.252598	
484	2	1	59.3864	9	1	10	45	0.252618	
485	1	1	60	20	1	2	45	0.429239	
486	1	1	60	84	1	8	45	0.425579	
487	1	1	60	189	1	1	45	0.644697	
488	1	1	60	13	1	8	45	0.386151	
489	1	1	0	56	3	5	45	0.317598	
489	2	1	60	56	1	5	45	0.318188	
490	1	1	60	53	1	10	45	0.37545	
491	1	1	60	100	1	10	45	0.363113	
492	1	1	60	42	1	10	45	0.251951	
493	1	1	60	62	1	10	45	0.473417	
494	1	1	60	191	1	6	45	0.631334	
495	1	1	60	186	1	3	45	0.595033	
497	1	1	60	11	1	10	45	0.280552	
498	1	1	60	19	1	9	45	0.339674	
499	1	1	60	168	1	1	45	0.722884	
EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
2	1	1	60	31	1	7	45	0.532882	
4	1	1	60	24	1	3	45	0.497258	
7	1	1	60	5	1	10	45	0.432858	
11	1	1	60	7	1	10	45	0.414446	
12	1	1	60	18	1	10	45	0.476892	
13	1	1	60	15	1	8	45	0.487398	
14	1	1	60	13	1	4	45	0.492494	
22	1	1	60	66	1	1	45	0.65837	
25	1	1	60	107	1	1	45	0.708681	
27	1	1	60	48	1	2	45	0.563744	
30	1	1	60	146	1	1	45	0.778432	
31	1	1	60	122	1	5	45	0.738745	
33	1	1	60	138	1	5	45	0.822971	
35	1	1	60	57	1	1	45	0.570565	
37	1	1	60	138	1	1	45	0.819465	
38	1	1	60	24	1	10	45	0.513709	
39	1	1	0	1	3	10	45	0.415063	
39	2	1	60	1	1	10	45	0.415471	
41	1	1	60	54	1	10	45	0.558068	
43	1	1	60	6	1	2	45	0.448665	
44	1	1	0	6	4	10	45	0.44525	
44	2	1	60	18	1	1	45	0.484354	
45	1	1	60	24	1	10	45	0.504955	
47	1	1	60	54	1	10	45	0.536804	
52	1	1	0	28	4	10	45	0.564527	
52	2	1	60	44	1	9	45	0.599538	
56	1	1	60	1	1	10	45	0.419916	
60	1	1	10.6454	69	2	9	45	0.651381	
60	2	1	49.3546	69	1	9	45	0.651682	
63	1	1	60	69	1	6	45	0.652823	
65	1	1	60	17	1	10	45	0.475372	
66	1	1	60	174	1	4	45	0.872436	
69	1	1	60	35	1	10	45	0.496426	
70	1	1	60	122	1	2	45	0.735875	
71	1	1	60	46	1	7	45	0.613349	
72	1	1	60	21	1	6	45	0.451238	
73	1	1	60	191	1	1	45	0.889564	
74	1	1	60	172	1	1	45	0.876842	
75	1	1	60	23	1	9	45	0.48182	
76	1	1	60	26	1	2	45	0.545738	
77	1	1	60	31	1	4	45	0.534199	
78	1	1	60	99	1	8	45	0.70854	
80	1	1	60	15	1	4	45	0.511503	
81	1	1	8.81451	14	2	10	45	0.489581	
81	2	1	51.1855	14	1	10	45	0.490564	
82	1	1	60	4	1	10	45	0.442242	
83	1	1	60	16	1	5	45	0.47171	
85	1	1	60	190	1	7	45	0.894974	
87	1	1	0	4	4	10	45	0.434367	
87	2	1	60	158	1	6	45	0.853136	
88	1	1	0	28	3	10	45	0.535972	
88	2	1	60	28	1	10	45	0.536024	
89	1	1	60	46	1	8	45	0.618689	
91	1	1	60	19	1	10	45	0.457425	
92	1	1	60	133	1	1	45	0.791075	
94	1	1	3.23299	16	2	10	45	0.460623	
94	2	1	56.767	16	1	10	45	0.462049	
96	1	1	60	163	1	1	45	0.81208	
97	1	1	60	9	1	4	45	0.455266	
98	1	1	60	51	1	2	45	0.56865	
99	1	1	60	146	1	4	45	0.789199	
100	1	1	60	146	1	4	45	0.787681	
101	1	1	60	185	1	1	45	0.887599	
103	1	1	60	3	1	10	45	0.451778	
104	1	1	60	24	1	10	45	0.504812	
106	1	1	60	7	1	10	45	0.413435	
107	1	1	60	34	1	10	45	0.529729	
111	1	1	60	36	1	9	45	0.481452	
112	1	1	60	41	1	7	45	0.560839	
113	1	1	60	30	1	10	45	0.565247	
114	1	1	60	57	1	8	45	0.564018	
115	1	1	60	58	1	9	45	0.578044	
117	1	1	60	4	1	10	45	0.444571	
118	1	1	60	10	1	10	45	0.449553	
119	1	1	60	54	1	10	45	0.563734	
120	1	1	60	60	1	10	45	0.606296	
123	1	1	60	169	1	1	45	0.862881	
127	1	1	60	163	1	5	45	0.811904	
128	1	1	60	168	1	8	45	0.870363	
130	1	1	60	16	1	10	45	0.452901	
131	1	1	60	25	1	4	45	0.519482	
132	1	1	60	22	1	10	45	0.479456	
133	1	1	60	107	1	1	45	0.727849	
134	1	1	60	17	1	10	45	0.469607	
139	1	1	60	20	1	10	45	0.438479	
141	1	1	60	8	1	10	45	0.413488	
142	1	1	60	9	1	8	45	0.440464	
143	1	1	60	176	1	3	45	0.847334	
145	1	1	60	56	1	10	45	0.570307	
146	1	1	60	146	1	1	45	0.782973	
147	1	1	60	52	1	8	45	0.552532	
148	1	1	0	26	3	2	45	0.558456	
148	2	1	60	26	1	2	45	0.561685	
149	1	1	60	35	1	3	45	0.512782	
151	1	1	60	66	1	9	45	0.664428	
152	1	1	60	36	1	9	45	0.480258	
157	1	1	60	16	1	10	45	0.458215	
158	1	1	60	8	1	2	45	0.443315	
159	1	1	60	8	1	10	45	0.423711	
160	1	1	60	9	1	10	45	0.447587	
161	1	1	60	3	1	10	45	0.45628	
162	1	1	60	9	1	6	45	0.446122	
165	1	1	60	9	1	10	45	0.451404	
167	1	1	60	61	1	5	45	0.641124	
168	1	1	60	136	1	1	45	0.813604	
169	1	1	60	15	1	6	45	0.492548	
172	1	1	60	37	1	10	45	0.480039	
174	1	1	60	11	1	10	45	0.464651	
176	1	1	0	70	3	10	45	0.642262	
176	2	1	60	70	1	10	45	0.644607	
177	1	1	60	31	1	3	45	0.540925	
178	1	1	60	15	1	10	45	0.502728	
179	1	1	60	34	1	10	45	0.540071	
184	1	1	60	5	1	4	45	0.44744	
185	1	1	60	28	1	7	45	0.536543	
186	1	1	60	49	1	2	45	0.596817	
187	1	1	60	3	1	7	45	0.454967	
190	1	1	60	35	1	3	45	0.501477	
193	1	1	60	158	1	2	45	0.838201	
195	1	1	60	131	1	1	45	0.746813	
199	1	1	0.575243	16	2	10	45	0.458475	
199	2	1	59.4248	16	1	10	45	0.459059	
